pdb,resolution,year,target,value,unit,precision,chains,number_of_chains,coefficient,logM
6atk,3.51,2017,Kd,0.43,uM,=,,,1e-05,-5.366531544420414
5kxh,1.33,2017,Kd,0.49,uM,=,,,1e-05,-5.309803919971486
5nvk,2.9,2017,Kd,0.4,nM,=,,,1e-08,-8.397940008672037
5vx3,1.95,2017,Kd,0.4,nM,=,,,1e-08,-8.397940008672037
5xeq,3.14,2017,Kd,0.4,nM,=,,,1e-08,-8.397940008672037
5lp5,2.74,2017,Kd,0.4,uM,=,,,1e-05,-5.3979400086720375
5m2i,2.15,2017,Kd,0.54,nM,=,,,1e-08,-8.267606240177031
5wy2,1.9,2017,Kd,0.54,uM,=,,,1e-05,-5.267606240177032
5o2u,2.76,2017,Kd,0.69,nM,=,,,1e-08,-8.161150909262744
5wrv,1.7,2017,Kd,0.73,uM,=,,,1e-05,-5.136677139879544
5wb7,2.94,2017,Kd,0.76,uM,=,,,1e-05,-5.119186407719209
5jq6,2.4,2017,Kd,0.79,nM,=,,,1e-08,-8.102372908709558
5ky5,1.5,2017,Kd,0.79,uM,=,,,1e-05,-5.102372908709558
5wgg,2.04,2017,Kd,0.7,uM,=,,,1e-05,-5.154901959985743
5o05,2.0,2017,Kd,0.81,nM,=,,,1e-08,-8.09151498112135
5uk5,2.51,2017,Kd,0.81,uM,=,,,1e-05,-5.0915149811213505
5tvq,2.35,2017,Kd,0.88,uM,=,,,1e-05,-5.055517327849831
5tuv,2.9,2017,Kd,0.8,uM,=,,,1e-05,-5.096910013008056
5npo,1.95,2017,Kd,0.95,uM,=,,,1e-05,-5.022276394711152
5tgh,2.8,2017,Kd,0.95,uM,=,,,1e-05,-5.022276394711152
5n88,1.7,2017,Kd,1.013,uM,=,,,1e-05,-4.99439055463972
5xov,2.68,2017,Kd,1.06,uM,=,,,1e-05,-4.97469413473523
5oo6,2.8,2017,Kd,1.0,uM,=,,,1e-05,-5.0
5tz2,2.3,2017,Kd,1.12,nM,=,,,1e-08,-7.950781977329818
5mad,1.53,2017,Kd,1.1,nM,=,,,1e-08,-7.958607314841775
5lgk,3.5,2017,Kd,1.2,uM,=,,,1e-05,-4.920818753952375
5vwy,1.56,2017,Kd,1.3,uM,=,,,1e-05,-4.886056647693163
5wt9,2.4,2017,Kd,1.45,nM,=,,,1e-08,-7.838631997765025
5mv8,1.88,2017,Kd,1.4,uM,=,,,1e-05,-4.853871964321762
5sxp,1.65,2017,Kd,1.59,uM,=,,,1e-05,-4.798602875679548
5m2m,2.3,2017,Kd,1.5,nM,=,,,1e-08,-7.823908740944319
5ush,2.3,2017,Kd,1.5,nM,=,,,1e-08,-7.823908740944319
5xbf,1.8,2017,Kd,1.7,uM,=,,,1e-05,-4.769551078621726
5iia,1.7,2017,Kd,1.81,nM,=,,,1e-08,-7.7423214251308154
5whk,2.5,2017,Kd,1.81,nM,=,,,1e-08,-7.7423214251308154
5tp6,0.0,2017,Kd,1.9,nM,=,,,1e-08,-7.721246399047171
5omm,1.7,2017,Kd,10.4,nM,=,,,1e-08,-6.982966660701219
5tru,3.0,2017,Kd,10.6,nM,=,,,1e-08,-6.97469413473523
5nt7,1.4,2017,Kd,10.6,uM,=,,,1e-05,-3.9746941347352296
5upk,2.4,2017,Kd,104.0,uM,=,,,1e-05,-2.9829666607012197
5n4w,3.9,2017,Kd,10.0,nM,=,,,1e-08,-7.0
5uzu,2.4,2017,Kd,10.0,nM,=,,,1e-08,-7.0
5vt9,1.85,2017,Kd,10.0,nM,=,,,1e-08,-7.0
5ky4,1.47,2017,Kd,10.0,uM,=,,,1e-05,-4.0
5lhn,2.55,2017,Kd,11.2,nM,=,,,1e-08,-6.950781977329818
5sy8,1.62,2017,Kd,11.2,pM,=,,,1e-11,-9.950781977329818
5mjy,2.25,2017,Kd,11.3,uM,=,,,1e-05,-3.94692155651658
5w1t,4.5,2017,Kd,112.0,nM,=,,,1e-08,-5.950781977329818
5vkl,2.2,2017,Kd,113.0,nM,=,,,1e-08,-5.94692155651658
5nus,2.2,2017,Kd,11.0,nM,=,,,1e-08,-6.958607314841775
5un7,2.1,2017,Kd,120.0,nM,=,,,1e-08,-5.920818753952375
5b3h,2.7,2017,Kd,123.8,nM,=,,,1e-08,-5.907279355315901
5h7y,2.2,2017,Kd,125.0,nM,=,,,1e-08,-5.903089986991944
6b3s,2.8,2017,Kd,12.0,nM,=,,,1e-08,-6.920818753952375
5xfs,2.9,2017,Kd,132.23,nM,=,,,1e-08,-5.8786700020639095
5vwx,2.49,2017,Kd,14.9,nM,=,,,1e-08,-6.826813731587726
5nvm,2.0,2017,Kd,14.0,nM,=,,,1e-08,-6.853871964321762
5hyc,2.4,2017,Kd,15.2,uM,=,,,1e-05,-3.8181564120552274
5uws,2.4,2017,Kd,1500.0,nM,=,,,1e-08,-4.823908740944319
5osh,4.3,2017,Kd,151.0,nM,=,,,1e-08,-5.82102305270683
5v5h,1.5,2017,Kd,158.0,nM,=,,,1e-08,-5.801342913045577
5u4k,0.0,2017,Kd,15.0,uM,=,,,1e-05,-3.8239087409443187
5tfw,2.17,2017,Kd,16.4,pM,=,,,1e-11,-9.785156151952302
5f5o,2.2,2017,Kd,162.0,nM,=,,,1e-08,-5.790484985457369
6ba6,0.0,2017,Kd,162.0,uM,=,,,1e-05,-2.7904849854573692
5o2t,2.19,2017,Kd,167.0,nM,=,,,1e-08,-5.777283528852417
5nqf,1.9,2017,Kd,169.0,nM,=,,,1e-08,-5.772113295386326
5tzq,1.65,2017,Kd,16.0,nM,=,,,1e-08,-6.795880017344075
6b08,2.2,2017,Kd,16.0,nM,=,,,1e-08,-6.795880017344075
5ngv,2.0,2017,Kd,16.0,pM,=,,,1e-11,-9.795880017344075
5t5w,2.85,2017,Kd,16.0,uM,=,,,1e-05,-3.795880017344075
5nan,3.3,2017,Kd,17.5,nM,=,,,1e-08,-6.756961951313706
5wvo,2.0,2017,Kd,17.8,nM,=,,,1e-08,-6.749579997691106
6amb,2.5,2017,Kd,17.8,uM,=,,,1e-05,-3.749579997691106
6b0s,1.95,2017,Kd,178.0,nM,=,,,1e-08,-5.749579997691106
5vpl,1.9,2017,Kd,17.0,nM,=,,,1e-08,-6.769551078621726
5uq3,3.6,2017,Kd,180.0,nM,=,,,1e-08,-5.7447274948966935
5ona,2.7,2017,Kd,183.0,nM,=,,,1e-08,-5.73754891026957
5tl7,2.44,2017,Kd,1870.0,uM,=,,,1e-05,-1.728158393463501
5mfc,2.4,2017,Kd,18.0,nM,=,,,1e-08,-6.7447274948966935
5un5,2.99,2017,Kd,18.0,nM,=,,,1e-08,-6.7447274948966935
5vpg,1.95,2017,Kd,19.0,nM,=,,,1e-08,-6.721246399047171
5wko,3.49,2017,Kd,1.0,nM,=,,,1e-08,-8.0
5hu3,1.89,2017,Kd,1.0,uM,=,,,1e-05,-5.0
5mv9,2.6,2017,Kd,1.0,uM,=,,,1e-05,-5.0
5w6g,2.79,2017,Kd,2.12,uM,=,,,1e-05,-4.673664139071248
5me5,1.9,2017,Kd,2.15,uM,=,,,1e-05,-4.667561540084395
5gwp,2.58,2017,Kd,2.1,nM,=,,,1e-08,-7.6777807052660805
5gvi,1.87,2017,Kd,2.2,uM,=,,,1e-05,-4.657577319177793
5x4l,2.4,2017,Kd,2.34,uM,=,,,1e-05,-4.6307841425898575
5swk,1.92,2017,Kd,2.57,uM,=,,,1e-05,-4.590066876668706
5vx2,1.85,2017,Kd,2.5,nM,=,,,1e-08,-7.6020599913279625
6bit,2.19,2017,Kd,2.6,nM,=,,,1e-08,-7.585026652029182
5mn2,2.35,2017,Kd,2.6,uM,=,,,1e-05,-4.585026652029182
5m36,2.45,2017,Kd,2.75,uM,=,,,1e-05,-4.560667306169737
5h07,2.59,2017,Kd,2.82,uM,=,,,1e-05,-4.549750891680639
5tzt,2.89,2017,Kd,2.87,nM,=,,,1e-08,-7.542118103266008
5wb8,3.0,2017,Kd,2.8,uM,=,,,1e-05,-4.552841968657781
6b6u,1.35,2017,Kd,20.1,uM,=,,,1e-05,-3.696803942579511
5uwq,2.28,2017,Kd,20000.0,nM,=,,,1e-08,-3.6989700043360187
5ml9,2.35,2017,Kd,217.0,nM,=,,,1e-08,-5.663540266151471
5v5v,4.11,2017,Kd,21.0,nM,=,,,1e-08,-6.6777807052660805
5vx0,1.6,2017,Kd,21.0,uM,=,,,1e-05,-3.677780705266081
5mtn,2.85,2017,Kd,23.5,nM,=,,,1e-08,-6.628932137728264
5toj,3.3,2017,Kd,23.0,nM,=,,,1e-08,-6.638272163982407
5odw,2.8,2017,Kd,240.0,pM,=,,,1e-11,-8.619788758288394
5y11,2.1,2017,Kd,25.9,nM,=,,,1e-08,-6.586700235918748
5u4y,2.5,2017,Kd,25.0,nM,=,,,1e-08,-6.6020599913279625
5ua4,2.6,2017,Kd,26.0,nM,=,,,1e-08,-6.585026652029182
5w8t,2.76,2017,Kd,27.06,uM,=,,,1e-05,-3.5676722077383958
5wux,2.9,2017,Kd,27.4,pM,=,,,1e-11,-9.562249437179613
5tte,3.5,2017,Kd,272.0,nM,=,,,1e-08,-5.565431095965801
5u52,1.94,2017,Kd,27.0,nM,=,,,1e-08,-6.568636235841013
5t6l,2.1,2017,Kd,28.5,pM,=,,,1e-11,-9.54515513999149
5y4r,2.3,2017,Kd,28.6,nM,=,,,1e-08,-6.543633966870957
5j11,2.56,2017,Kd,29.0,nM,=,,,1e-08,-6.5376020021010435
5mak,2.5,2017,Kd,29.0,pM,=,,,1e-11,-9.537602002101044
5ma5,1.85,2017,Kd,29.0,pM,=,,,1e-11,-9.537602002101044
5knm,3.3,2017,Kd,2.0,uM,=,,,1e-05,-4.698970004336019
5mk0,1.77,2017,Kd,3.1,uM,=,,,1e-05,-4.508638306165727
5w3x,2.0,2017,Kd,3.37,uM,=,,,1e-05,-4.4723700991286615
5oob,2.79,2017,Kd,3.3,uM,=,,,1e-05,-4.481486060122112
5imm,1.2,2017,Kd,3.5,nM,=,,,1e-08,-7.455931955649724
5ohp,2.8,2017,Kd,3.5,uM,=,,,1e-05,-4.455931955649724
5l21,1.68,2017,Kd,3.7,nM,=,,,1e-08,-7.431798275933005
6b0a,2.5,2017,Kd,3.7,nM,=,,,1e-08,-7.431798275933005
5v52,3.1,2017,Kd,3.7,uM,=,,,1e-05,-4.431798275933005
5x0w,3.0,2017,Kd,3.7,uM,=,,,1e-05,-4.431798275933005
5my6,2.25,2017,Kd,3.99,nM,=,,,1e-08,-7.399027104313252
5o2s,3.22,2017,Kd,3.9,nM,=,,,1e-08,-7.4089353929735005
5o4e,2.15,2017,Kd,3.9,nM,=,,,1e-08,-7.4089353929735005
5uwo,2.35,2017,Kd,3000.0,nM,=,,,1e-08,-4.522878745280337
5ma6,2.3,2017,Kd,303.0,pM,=,,,1e-11,-8.518557371497694
5gwo,2.82,2017,Kd,30.0,nM,=,,,1e-08,-6.522878745280337
5tzp,1.35,2017,Kd,30.0,nM,=,,,1e-08,-6.522878745280337
6b0g,1.9,2017,Kd,31.0,nM,=,,,1e-08,-6.508638306165727
5mtj,1.95,2017,Kd,338.0,nM,=,,,1e-08,-5.471083299722345
5oc7,1.65,2017,Kd,33.0,nM,=,,,1e-08,-6.481486060122113
6azp,2.29,2017,Kd,35.1,nM,=,,,1e-08,-6.454692883534176
5v69,2.55,2017,Kd,35.9,nM,=,,,1e-08,-6.444905551421681
5wos,2.45,2017,Kd,353.0,nM,=,,,1e-08,-5.452225294612178
5ma3,1.7,2017,Kd,38.0,pM,=,,,1e-11,-9.42021640338319
5jds,1.7,2017,Kd,3.0,nM,=,,,1e-08,-7.522878745280337
5y1z,2.68,2017,Kd,4.3,uM,=,,,1e-05,-4.366531544420414
5xjg,2.4,2017,Kd,4.52,uM,=,,,1e-05,-4.3448615651886175
6b0e,3.3,2017,Kd,41.0,nM,=,,,1e-08,-6.3872161432802645
5wuj,2.3,2017,Kd,422.0,nM,=,,,1e-08,-5.374687549038326
5mu3,2.1,2017,Kd,43.0,nM,=,,,1e-08,-6.366531544420414
5nnp,2.6,2017,Kd,46.9,nM,=,,,1e-08,-6.328827157284917
5uwu,2.24,2017,Kd,4600.0,nM,=,,,1e-08,-4.337242168318426
5v5i,2.2,2017,Kd,463.0,nM,=,,,1e-08,-5.334419008982047
5gtb,2.87,2017,Kd,46.0,uM,=,,,1e-05,-3.337242168318426
5ohm,3.8,2017,Kd,47.0,pM,=,,,1e-11,-9.327902142064282
5vko,1.8,2017,Kd,4.0,nM,=,,,1e-08,-7.3979400086720375
5tzn,2.6,2017,Kd,5.8,uM,=,,,1e-05,-4.236572006437063
5ky9,1.83,2017,Kd,5.9,uM,=,,,1e-05,-4.229147988357855
5ufe,2.3,2017,Kd,50.3,nM,=,,,1e-08,-6.298432014944073
5nqg,2.15,2017,Kd,50.0,nM,=,,,1e-08,-6.301029995663981
5ma4,1.4,2017,Kd,52.0,pM,=,,,1e-11,-9.2839966563652
5v6a,2.7,2017,Kd,53.2,nM,=,,,1e-08,-6.274088367704952
5nvn,1.9,2017,Kd,55.0,nM,=,,,1e-08,-6.259637310505756
5tl6,2.62,2017,Kd,57.6,uM,=,,,1e-05,-3.2395775165767877
5oaq,1.95,2017,Kd,58.0,nM,=,,,1e-08,-6.236572006437063
5ufq,2.2,2017,Kd,6.4,nM,=,,,1e-08,-7.1938200260161125
5ky0,1.53,2017,Kd,6.5,uM,=,,,1e-05,-4.187086643357144
6azz,2.4,2017,Kd,6.7,nM,=,,,1e-08,-7.173925197299173
5o03,2.19,2017,Kd,60.0,nM,=,,,1e-08,-6.221848749616356
5j13,2.3,2017,Kd,60.0,pM,=,,,1e-11,-9.221848749616356
5vcb,4.1,2017,Kd,62.0,nM,=,,,1e-08,-6.2076083105017466
5twa,1.85,2017,Kd,66.0,nM,=,,,1e-08,-6.180456064458132
5uwh,2.26,2017,Kd,670.0,nM,=,,,1e-08,-5.173925197299173
5h9b,2.25,2017,Kd,674.1,nM,=,,,1e-08,-5.171275672861209
5w0k,3.1,2017,Kd,68.8,nM,=,,,1e-08,-6.162411561764489
5mtm,2.41,2017,Kd,7.0,nM,=,,,1e-08,-7.154901959985743
5xsq,2.6,2017,Kd,7.35,nM,=,,,1e-08,-7.133712660915805
5lpu,2.1,2017,Kd,7.8,uM,=,,,1e-05,-4.107905397309519
5m5e,2.3,2017,Kd,70.0,pM,=,,,1e-11,-9.154901959985743
5xv8,0.0,2017,Kd,71.4,nM,=,,,1e-08,-6.146301788223825
5vxz,2.3,2017,Kd,720.0,fM,=,,,1e-14,-11.142667503568731
5o0w,2.57,2017,Kd,73.83,pM,=,,,1e-11,-9.131767131577535
5tez,1.7,2017,Kd,76.0,uM,=,,,1e-05,-3.1191864077192086
6b12,1.71,2017,Kd,8.1,nM,=,,,1e-08,-7.0915149811213505
5ffo,3.49,2017,Kd,8.2,nM,=,,,1e-08,-7.086186147616283
5xco,1.25,2017,Kd,8.9,nM,=,,,1e-08,-7.050609993355087
5imk,1.23,2017,Kd,850.0,nM,=,,,1e-08,-5.070581074285707
5vz4,2.2,2017,Kd,8.0,nM,=,,,1e-08,-7.096910013008056
5jw7,2.85,2017,Kd,9.09,uM,=,,,1e-05,-4.041436116778033
5jjd,2.4,2017,Kd,9.2,uM,=,,,1e-05,-4.036212172654444
5vag,1.9,2017,Kd,9.4,nM,=,,,1e-08,-7.026872146400302
5omn,2.68,2017,Kd,9.5,nM,=,,,1e-08,-7.022276394711152
5xxy,2.9,2017,Kd,9.96,nM,=,,,1e-08,-7.001740661576301
5nh3,2.35,2017,Kd,973.0,pM,=,,,1e-11,-8.011887159731648
5v5g,2.1,2017,Kd,9.0,nM,=,,,1e-08,-7.045757490560675
5xku,1.78,2017,Kd,17.4,pM,>,,,1e-11,-9.7594507517174
5ivx,2.1,2017,Kd,0.54,uM,~,,,1e-05,-5.267606240177032
5o74,2.5,2017,Kd,10.0,uM,~,,,1e-05,-4.0
5ezo,3.63,2017,Kd,1.0,nM,~,,,1e-08,-8.0
5x60,2.69,2017,Ki,0.03,uM,=,,,1e-05,-6.522878745280337
5h6q,2.53,2017,Ki,0.06,uM,=,,,1e-05,-6.221848749616356
5ovw,2.65,2017,Ki,0.94,nM,=,,,1e-08,-8.0268721464003
5l6n,1.63,2017,Ki,3.05,nM,=,,,1e-08,-7.515700160653214
5uul,1.33,2017,Ki,4.8,nM,=,,,1e-08,-7.318758762624412
5gim,2.09,2017,Ki,545.0,pM,=,,,1e-11,-8.263603497723357
5h6r,2.6,2017,Ki,6.3,uM,=,,,1e-05,-4.200659450546418
5otx,2.0,2018,IC50,187.0,nM,=,,,1e-08,-5.728158393463501
5w89,1.42,2018,IC50,25.0,nM,=,,,1e-08,-6.6020599913279625
5yqz,3.0,2018,IC50,8.1,nM,=,,,1e-08,-7.0915149811213505
6dnq,2.35,2018,Kd,0.042,uM,=,,,1e-05,-6.376750709602099
5w08,2.6,2018,Kd,0.04,uM,=,,,1e-05,-6.3979400086720375
6c48,2.32,2018,Kd,0.04,uM,=,,,1e-05,-6.3979400086720375
6dmx,2.8,2018,Kd,0.11,uM,=,,,1e-05,-5.958607314841775
6h6y,1.58,2018,Kd,0.163,nM,=,,,1e-08,-8.787812395596042
5otj,2.35,2018,Kd,0.17,nM,=,,,1e-08,-8.769551078621726
5g15,2.06,2018,Kd,0.17,uM,=,,,1e-05,-5.769551078621726
5vyf,2.9,2018,Kd,0.187,nM,=,,,1e-08,-8.7281583934635
6ehg,2.65,2018,Kd,0.24,nM,=,,,1e-08,-8.619788758288394
5yir,2.75,2018,Kd,0.27,nM,=,,,1e-08,-8.568636235841012
6mkz,2.65,2018,Kd,0.2,nM,=,,,1e-08,-8.698970004336019
6ath,1.82,2018,Kd,0.33,nM,=,,,1e-08,-8.481486060122112
6hul,2.55,2018,Kd,0.3,uM,=,,,1e-05,-5.522878745280337
6ddm,1.3,2018,Kd,0.42,nM,=,,,1e-08,-8.3767507096021
6aqr,2.1,2018,Kd,0.43,uM,=,,,1e-05,-5.366531544420414
6bli,2.12,2018,Kd,0.52,nM,=,,,1e-08,-8.2839966563652
5wpa,2.29,2018,Kd,0.55,uM,=,,,1e-05,-5.259637310505756
5xj4,2.3,2018,Kd,0.667,nM,=,,,1e-08,-8.175874166083451
6b3m,3.92,2018,Kd,0.688,nM,=,,,1e-08,-8.162411561764488
6a7v,1.67,2018,Kd,0.6,nM,=,,,1e-08,-8.221848749616356
6g04,0.0,2018,Kd,0.7,uM,=,,,1e-05,-5.154901959985743
6ejg,2.82,2018,Kd,0.81,nM,=,,,1e-08,-8.09151498112135
6hpr,1.7,2018,Kd,0.83,uM,=,,,1e-05,-5.080921907623926
6bck,2.7,2018,Kd,0.86,nM,=,,,1e-08,-8.065501548756432
6ejm,2.15,2018,Kd,0.86,nM,=,,,1e-08,-8.065501548756432
6bkc,2.6,2018,Kd,0.8,nM,=,,,1e-08,-8.096910013008056
6h9n,2.6,2018,Kd,0.8,uM,=,,,1e-05,-5.096910013008056
6ddr,1.9,2018,Kd,0.94,nM,=,,,1e-08,-8.0268721464003
6fg8,1.25,2018,Kd,0.98,uM,=,,,1e-05,-5.008773924307505
5y9j,2.05,2018,Kd,0.995,nM,=,,,1e-08,-8.002176919254275
5z78,1.76,2018,Kd,0.9,uM,=,,,1e-05,-5.045757490560675
6a67,2.33,2018,Kd,1.004,nM,=,,,1e-08,-7.998266287190999
6cql,2.4,2018,Kd,1.16,uM,=,,,1e-05,-4.935542010773082
5bk1,2.15,2018,Kd,1.1,nM,=,,,1e-08,-7.958607314841775
5o90,2.49,2018,Kd,1.1,uM,=,,,1e-05,-4.958607314841775
6co2,2.49,2018,Kd,1.2,uM,=,,,1e-05,-4.920818753952375
5nqw,3.4,2018,Kd,1.4,nM,=,,,1e-08,-7.853871964321762
6dcn,2.44,2018,Kd,1.4,uM,=,,,1e-05,-4.853871964321762
6bkb,2.8,2018,Kd,1.5,nM,=,,,1e-08,-7.823908740944319
6f9s,3.03,2018,Kd,1.62,uM,=,,,1e-05,-4.790484985457369
5xda,3.29,2018,Kd,1.6,uM,=,,,1e-05,-4.795880017344075
6fv0,2.29,2018,Kd,1.72,uM,=,,,1e-05,-4.764471553092451
5nzz,2.6,2018,Kd,1.7,uM,=,,,1e-05,-4.769551078621726
6brs,2.3,2018,Kd,1.7,uM,=,,,1e-05,-4.769551078621726
5yi8,2.0,2018,Kd,1.8,uM,=,,,1e-05,-4.7447274948966935
6b05,1.9,2018,Kd,1.9,uM,=,,,1e-05,-4.721246399047171
6arq,2.88,2018,Kd,10.2,uM,=,,,1e-05,-3.9913998282380825
6cqr,3.04,2018,Kd,10.56,uM,=,,,1e-05,-3.9763360818022067
5w9a,2.74,2018,Kd,103.0,uM,=,,,1e-05,-2.987162775294828
5oen,2.92,2018,Kd,10.0,nM,=,,,1e-08,-7.0
6bkd,3.25,2018,Kd,113.0,nM,=,,,1e-08,-5.94692155651658
5xqz,2.1,2018,Kd,12.3,uM,=,,,1e-05,-3.910094888560602
6ff3,2.57,2018,Kd,13.6,nM,=,,,1e-08,-6.866461091629782
6e3j,1.48,2018,Kd,13.98,nM,=,,,1e-08,-6.854492828590337
6bxc,2.5,2018,Kd,13.0,nM,=,,,1e-08,-6.886056647693163
6mlk,2.45,2018,Kd,13.0,nM,=,,,1e-08,-6.886056647693163
6cqn,2.5,2018,Kd,14.33,uM,=,,,1e-05,-3.8437538096026556
5xwt,4.18,2018,Kd,14.4,uM,=,,,1e-05,-3.8416375079047502
6asr,2.36,2018,Kd,14.9,uM,=,,,1e-05,-3.826813731587726
5uv8,2.7,2018,Kd,140.6,nM,=,,,1e-08,-5.852014679316195
6bx5,3.0,2018,Kd,14.0,nM,=,,,1e-08,-6.853871964321762
6bb4,2.1,2018,Kd,15.4,nM,=,,,1e-08,-6.812479279163537
5nt1,2.82,2018,Kd,16.1,uM,=,,,1e-05,-3.79317412396815
5w1m,3.91,2018,Kd,16.3,nM,=,,,1e-08,-6.787812395596042
6ii4,3.3,2018,Kd,16.6,nM,=,,,1e-08,-6.779891911959945
6fq0,2.5,2018,Kd,160.0,nM,=,,,1e-08,-5.795880017344075
5xmh,2.8,2018,Kd,160.0,uM,=,,,1e-05,-2.795880017344075
6aaf,2.2,2018,Kd,161.0,nM,=,,,1e-08,-5.79317412396815
6aod,1.8,2018,Kd,162.0,pM,=,,,1e-11,-8.790484985457368
5uwc,2.4,2018,Kd,17.8,nM,=,,,1e-08,-6.749579997691106
5nl1,2.5,2018,Kd,174.0,nM,=,,,1e-08,-5.7594507517174005
6flc,2.0,2018,Kd,176.7,nM,=,,,1e-08,-5.752763450493236
6bf4,2.38,2018,Kd,178.0,nM,=,,,1e-08,-5.749579997691106
5xj3,3.2,2018,Kd,18.2,nM,=,,,1e-08,-6.739928612014925
6e2p,2.83,2018,Kd,18.7,uM,=,,,1e-05,-3.728158393463501
5yc5,2.71,2018,Kd,180.0,nM,=,,,1e-08,-5.7447274948966935
5utz,2.75,2018,Kd,1879.0,pM,=,,,1e-11,-7.726073219899474
5yoy,2.73,2018,Kd,18.0,pM,=,,,1e-11,-9.744727494896694
6ii9,3.5,2018,Kd,19.4,nM,=,,,1e-08,-6.7121982700697735
5nmv,1.65,2018,Kd,1.0,nM,=,,,1e-08,-8.0
6flb,2.2,2018,Kd,1.0,nM,=,,,1e-08,-8.0
6a3w,2.0,2018,Kd,2.3,nM,=,,,1e-08,-7.638272163982407
5ock,1.6,2018,Kd,2.3,uM,=,,,1e-05,-4.638272163982407
6mft,2.32,2018,Kd,2.3,uM,=,,,1e-05,-4.638272163982407
5xln,1.9,2018,Kd,2.48,uM,=,,,1e-05,-4.605548319173784
5u8q,3.27,2018,Kd,2.4,uM,=,,,1e-05,-4.619788758288394
6isc,2.2,2018,Kd,2.4,uM,=,,,1e-05,-4.619788758288394
5vu0,2.26,2018,Kd,2.5,nM,=,,,1e-08,-7.6020599913279625
5ywp,4.6,2018,Kd,2.91,nM,=,,,1e-08,-7.536107011014093
6i3f,2.55,2018,Kd,20.3,nM,=,,,1e-08,-6.692503962086787
6fc3,1.75,2018,Kd,20.0,nM,=,,,1e-08,-6.698970004336019
6eyo,3.7,2018,Kd,20.0,pM,=,,,1e-11,-9.698970004336019
6b8n,2.2,2018,Kd,210.0,nM,=,,,1e-08,-5.6777807052660805
6bx4,2.55,2018,Kd,210.0,nM,=,,,1e-08,-5.6777807052660805
6c74,1.36,2018,Kd,219.0,uM,=,,,1e-05,-2.6595558851598815
5mr4,2.4,2018,Kd,220.0,nM,=,,,1e-08,-5.657577319177793
6mhr,2.8,2018,Kd,22.0,nM,=,,,1e-08,-6.657577319177793
6h0e,1.95,2018,Kd,240.0,nM,=,,,1e-08,-5.619788758288394
6gbu,3.44,2018,Kd,248.0,nM,=,,,1e-08,-5.605548319173784
6imf,2.3,2018,Kd,24.0,nM,=,,,1e-08,-6.619788758288394
6byh,2.61,2018,Kd,25.0,nM,=,,,1e-08,-6.6020599913279625
5xiu,1.8,2018,Kd,25.0,uM,=,,,1e-05,-3.6020599913279625
5ydr,2.0,2018,Kd,26.4,uM,=,,,1e-05,-3.5783960731301687
6cmg,2.7,2018,Kd,27.4,nM,=,,,1e-08,-6.562249437179612
5xod,1.85,2018,Kd,28.1,nM,=,,,1e-08,-6.55129368009492
5xnp,3.73,2018,Kd,281.8,nM,=,,,1e-08,-5.550059011226662
5xis,1.78,2018,Kd,283.0,uM,=,,,1e-05,-2.54821356447571
6d01,3.2,2018,Kd,286.0,nM,=,,,1e-08,-5.543633966870957
6fub,1.3,2018,Kd,29.0,nM,=,,,1e-08,-6.5376020021010435
6cwt,3.15,2018,Kd,2.0,pM,=,,,1e-11,-10.698970004336019
6fuz,2.7,2018,Kd,3.19,uM,=,,,1e-05,-4.496209316942819
6e3i,1.48,2018,Kd,3.21,nM,=,,,1e-08,-7.493494967595128
6e62,2.7,2018,Kd,3.2,nM,=,,,1e-08,-7.494850021680094
6ce9,4.3,2018,Kd,3.5,nM,=,,,1e-08,-7.455931955649724
5oy9,3.6,2018,Kd,3.75,uM,=,,,1e-05,-4.425968732272281
5yip,1.85,2018,Kd,3.7,nM,=,,,1e-08,-7.431798275933005
6e63,2.6,2018,Kd,3.7,nM,=,,,1e-08,-7.431798275933005
6gd5,0.0,2018,Kd,3.8,nM,=,,,1e-08,-7.42021640338319
6bmt,2.4,2018,Kd,310.0,nM,=,,,1e-08,-5.508638306165727
6fc2,1.92,2018,Kd,3400.0,nM,=,,,1e-08,-4.468521082957745
5mzv,2.8,2018,Kd,36.0,nM,=,,,1e-08,-6.443697499232713
5nx3,2.3,2018,Kd,36.0,pM,=,,,1e-11,-9.443697499232712
5kof,2.4,2018,Kd,37.6,uM,=,,,1e-05,-3.4248121550723387
6ii8,3.32,2018,Kd,386.0,nM,=,,,1e-08,-5.413412695328245
5ywr,1.47,2018,Kd,39.0,nM,=,,,1e-08,-6.4089353929735005
6fp7,1.58,2018,Kd,3.0,nM,=,,,1e-08,-7.522878745280337
6blh,2.0,2018,Kd,4.1,nM,=,,,1e-08,-7.3872161432802645
5yis,2.2,2018,Kd,4.2,nM,=,,,1e-08,-7.376750709602099
6bw9,1.6,2018,Kd,4.39,nM,=,,,1e-08,-7.357535479757878
6h6z,2.09,2018,Kd,4.58,nM,=,,,1e-08,-7.339134521996131
6fu9,1.2,2018,Kd,4.7,nM,=,,,1e-08,-7.327902142064283
6avg,2.6,2018,Kd,40.6,uM,=,,,1e-05,-3.3914739664228057
6f3z,2.0,2018,Kd,405.0,nM,=,,,1e-08,-5.392544976785332
6bxa,2.3,2018,Kd,40.0,nM,=,,,1e-08,-6.3979400086720375
6gbg,2.8,2018,Kd,417.0,nM,=,,,1e-08,-5.379863945026242
